iter	Passed	Remaining
1590	68282	34720
1591	68318	34674
1592	68352	34626
1593	68386	34579
1594	68421	34532
1595	68458	34486
1596	68497	34441
1597	68531	34394
1598	68567	34348
1599	68608	34304
1600	68647	34259
1601	68690	34216
1602	68727	34170
1603	68766	34126
1604	68798	34077
1605	68843	34035
1606	68886	33993
1607	68938	33954
1608	68975	33908
1609	69012	33863
1610	69049	33817
1611	69085	33771
1612	69125	33726
1613	69162	33681
1614	69202	33637
1615	69245	33594
1616	69278	33546
1617	69314	33500
1618	69352	33455
1619	69388	33409
1620	69424	33363
1621	69460	33317
1622	69494	33270
1623	69529	33223
1624	69573	33181
1625	69609	33135
1626	69643	33088
1627	69687	33045
1628	69721	32998
1629	69762	32955
1630	69794	32907
1631	69824	32858
1632	69856	32810
1633	69888	32762
1634	69920	32715
1635	69952	32667
1636	69985	32619
1637	70021	32573
1638	70059	32529
1639	70106	32488
1640	70155	32448
1641	70202	32407
1642	70240	32362
1643	70281	32319
1644	70328	32278
1645	70368	32234
1646	70403	32188
1647	70440	32142
1648	70486	32101
1649	70524	32056
1650	70562	32011
1651	70603	31968
1652	70641	31923
1653	70689	31883
1654	70737	31842
1655	70782	31800
1656	70821	31756
1657	70855	31709
1658	70891	31663
1659	70928	31618
1660	70973	31576
1661	71015	31533
1662	71053	31488
1663	71089	31443
